Timestamp(ms),Current(uA),D0-D7
850200,10711.936,00000000
850210,10845.643,00000000
850220,10882.243,00000000
850230,10704.018,00000000
850240,10866.584,00000000
850250,10770.740,00000000
850260,10861.477,00000000
850270,11248.611,00000000
850280,10961.836,00000000
850290,10764.280,00000000
850300,11452.304,00000000
850310,10682.058,00000000
850320,10698.915,00000000
850330,10467.785,00000000
850340,10770.474,00000000
850350,11091.079,00000000
850360,10695.671,00000000
850370,10499.749,00000000
850380,10655.620,00000000
850390,10544.397,00000000
850400,10918.286,00000000
850410,10942.668,00000000
850420,11399.967,00000000
850430,11295.911,00000000
850440,11150.644,00000000
850450,11333.369,00000000
850460,11105.172,00000000
850470,11275.772,00000000
850480,11006.742,00000000
850490,11022.003,00000000
850500,11267.776,00000000
850510,11227.497,00000000
850520,10910.652,00000000
850530,11023.223,00000000
850540,11196.831,00000000
850550,11060.345,00000000
850560,10755.558,00000000
850570,10969.232,00000000
850580,11253.584,00000000
850590,11286.964,00000000
850600,11104.929,00000000
850610,11104.528,00000000
850620,11045.966,00000000
850630,11152.573,00000000
850640,10879.340,00000000
850650,10932.834,00000000
850660,10944.328,00000000
850670,10965.755,00000000
850680,10914.309,00000000
850690,11221.475,00000000
850700,11312.543,00000000
850710,11396.363,00000000
850720,10728.235,00000000
850730,11222.996,00000000
850740,11419.274,00000000
850750,11352.737,00000000
850760,11167.523,00000000
850770,11100.376,00000000
850780,11377.847,00000000
850790,11464.348,00000000
850800,10686.218,00000000
850810,10725.600,00000000
850820,10879.800,00000000
850830,11177.308,00000000
850840,11432.167,00000000
850850,10883.020,00000000
850860,10827.391,00000000
850870,10750.240,00000000
850880,10935.913,00000000
850890,11087.478,00000000
850900,10833.313,00000000
850910,10677.979,00000000
850920,10612.936,00000000
850930,10773.541,00000000
850940,10530.224,00000000
850950,10773.237,00000000
850960,11077.478,00000000
850970,11216.793,00000000
850980,11449.751,00000000
850990,11498.948,00000000
851000,11498.224,00000000
851010,11058.650,00000000
851020,11207.492,00000000
851030,11260.423,00000000
851040,10980.146,00000000
851050,11280.002,00000000
851060,11151.898,00000000
851070,10723.128,00000000
851080,11125.019,00000000
851090,11357.938,00000000
851100,11162.517,00000000
851110,11018.783,00000000
851120,10832.694,00000000
851130,11216.947,00000000
851140,10977.303,00000000
851150,10709.402,00000000
851160,10962.848,00000000
851170,10720.585,00000000
851180,10861.410,00000000
851190,11045.215,00000000
851200,11260.550,00000000
851210,10834.565,00000000
851220,10498.040,00000000
851230,11152.046,00000000
851240,11051.055,00000000
851250,11165.208,00000000
851260,11074.963,00000000
851270,11520.567,00000000
851280,11107.794,00000000
851290,10619.586,00000000
851300,11093.922,00000000
851310,10872.031,00000000
851320,11448.212,00000000
851330,11482.078,00000000
851340,11326.003,00000000
851350,11237.446,00000000
851360,11192.532,00000000
851370,11242.195,00000000
851380,10977.231,00000000
851390,11027.232,00000000
851400,10905.421,00000000
851410,11308.335,00000000
851420,11072.519,00000000
851430,10716.210,00000000
851440,10978.782,00000000
851450,11340.231,00000000
851460,11501.616,00000000
851470,11770.770,00000000
851480,11267.950,00000000
851490,11116.973,00000000
851500,11371.245,00000000
851510,10933.298,00000000
851520,10622.521,00000000
851530,10945.350,00000000
